source,target
"yah ek paree katha hai, hans krishchiyan endarasan kee ""da sno kveen"" par aadhaarit hai. mukhy paatron ko ek raasta khojana hoga  sardiyon kee barpheelee pakad se duniya ko mukt karane ke lie.","It's a fairy tale, based on Hans Christian Andersen's ""The Snow Queen."" The main characters have to find a way to release the world from the icy grip of winter."
i also love her,i also love her
voh toh pyara tha jab nick nei judy ke liye stuckup kiya jab BOGo nei use quit karne ka demand kiya,It was sweet when Nick stuck up for Judy when BOGO tried to demand her to quit
"ye fairy tale hai, Hans Christian Andersen ki ""The Snow Queen."" par based hai. main character duniya ko winter ke kabze se nikalne ke liye rasta khojna  hota hai.","It's a fairy tale, based on Hans Christian Andersen's ""The Snow Queen."" The main characters have to find a way to release the world from the icy grip of winter."
Good. Tum kaise ho?,Good.  How are you?
wo afraid nahi excited jyada hai,he is not afriad but more excited
"Mujhe pata hai, par mai khush hu ki woh jeeta.",I know.. but I'm glad he prevailed 
Me too,Me too
"hey, kya kar rahe ho","Hey, how are you doing?"
Chalo ise ek aur  exchange dete hai.,Let's give it one more exchange.
"U.S. aur Soviets ki rivalry ki ye Awesome, fantasy aur thrilling argument hai","Awesome, fantasy and thrilling argument of the rivalry between U.S. and the Soviets. "
"khair, jaise ek vyakti ne ise rakha, yah ek tarah se vudee elan kee tarah mazedaar hai.choonki yah ek klaasik hai, yah theek vaisa nahin ho sakata jaisa aap yaad karate hain. bhale hee sirph hansee ke lie ghadee dekhane laayak ho!","Well, like one person put it, it's funny in a Woody Allen sort of way. Since it's a classic, it might not be exactly as you remember. Might be worth the watch even if just for the laughs!"
"muje kuch patha nahi ab vaakahi mein mein kya kahun... voh toh bahut long ja raha hein , aur voh silly bhi hein. mein toh return karne vala hoon us hit ko. isse aapka conversation abort hoga magar aapko paid bhi hoga. voh terrible hein yar",I honestly don't know what else to say...... This has been going on way too long and is honestly silly. I'm going to return the HIT. Hopefully you can abort the conversation and still get paid. This is terrible
"Han, ye implied hai. is film me kafi symbolism and allegory hai.","Yes, it is definitely implied. There is a lot of symbolism and allegory in the film."
I agree. Main samjh sakta hu kyun iski wajeh se Batman crime fighting mein life pursue karne lag gaya.,I agree.  I can see why it led to Batman pursuing a life of crime fighting.
Mera second paragraph abhi aya,My second paragraph just came up
nahi muje nahi patha. lekin mein first matrix tho enjoy kar rahi thi lekin voh dono tho aapas mein hit kar rahe the.. bolte hein ki kyon muje is place se knocked out kiya,Noooo I didn't know that.  I enjoyed the first Matrix but the other two were trying to hard to be the  hit the first one was.  Saying that I can see why it knocked it out of it's place.
"real people ke tarah, lekin stupid hein yar.. voh important problem ko solve karne ke try mein hein","like real people, just stuipd ones, trying to solve an important problem."
funny actors tho ache hein,Funny actors would make it good
KAISE HAI,hi
mujhe pata hai fire scene horrible tha,I know the fire scene was horrible.
ok,OK
"Kevin ki mom ko tab realise hota hai ko wo chhut gaya jab wo apni destination pe aajate hai, phir wo return flight lene ki koshish karti hai but koi available nahi rahta to wo wapas strangers k sath drive karte huye ati hai",Kevin's mother realizes that he is lost once they arrive at their destination and she trys to get on a flight back home but there are none available so she drives back with strangers 
"acha, tho kab voh apne start kiya","so, even when he starts his own, huh?"
lakad,Woody
Mujhe Ryan Goslings ka kirdaar bhi achha lga.,I really liek Ryan Goslings character as well
Ok cool,ok cool
acha mein sab boltha hoon us keyscene ke baare mein.,Let me tell you about it. It's bringing up key scenes.
kevin ghar par reh jata hai kyunki power outage ki wajeh se family oversleep kar leti hai aur flight ke liye late ho jati hai to confusion me wo kevin ko misplace kar dete hain kyunki usey pichli raat ko attic mein bheja tha misbehave karne ke liye.,kevin is left home because a power outage caused the family to oversleep and be late for their flight so in the confusion they misplaced kevin as he was sent to the attic for misbehaving the night before 
acha?,Is it?
"nahin, its from 2009",no its from 2009
90 min ke bare mei,about 90 min
ok....theek hai,Ok...done.
yes tumhara din achcha ho,Yeah well have great day. :)
tum bahut slow typist ho considering kitna exciting hai ye movie,You're a very slow typist considering how exciting this movie is.
Bechari Poor Elsa,Poor Elsa
Mujhe bhi,Me too
Haan main uske character ke liye sorry feel karta hu par uska character kafi zyada uske Friends days se milta julta hai.,Yes I feel sorry for her character but her character sounds too much like her Friends days.
"me uska great fan ho aur uske work ka bhi, yadhyapi mujhe nahi lagta ki voh uski wife ko avenge kar raha he","I am a great fan of him and his work, I don't think he's avenging his wife though"
mein bhi aise hi kartha agar mein bruce ka situation hota lol,I probably would have done the same if I had been in Bruce's situation. LOL'
Bahut pasand hain. Tujhe dc or marvel kaun si zyada pasand hai?,Love them. Do you like dc or marvel more?
Ok. Kevin ke koi siblings hain kya?,Ok. Does Kevin have any siblings?
utna bad nahin hai,not bad though
ha ha,:)
"haan yar, aap toh jarur sun rahe honge? muje lagtha hein ki yeh worth seeing hein","It is! You've heard of it, then? It sounds to me like it's worth seeing."
Isme piggy bank hai,There is a piggy bank
"wo todhi pagal thi, magar use akele aise rookie par nahi jana tha","She was a bit naive, but she also shouldn't have been out alone as a rookie."
yah ek bahut badee vishaal saphed shaark ke baare mein hai jo vaise bhee ek chhuttee samudr tat ke kareeb hai.,It is about an extremely large great white shark that is way too close to a vacation beach.
tumhe kuch aur janana hai to make a decision,is there anything further you want to know to make a decision 
"lekin kuch logon ke paas subconsciousness mein defenses hain, aur team attack hota hai bande ke mind mein.","But some people have defenses in their subconsciousness, and the team gets attacked in one guy's mind."
muje lagtha hein ki voh innocent tha. aur kuch plot line mein add kiye honge toh voh aur complicated ban saktha aur kids ke liye toh harm ho saktha tha,I think it was innocent enough. Probably too complicated of a plot line to really do any harm to kids.
nahi movie acchi hai. jitna kam janoge utna accha.,no the movie is really great. The less you know the better
Pehle hamein pata chalta hai ke Princess Elsa ke paas magical powers hain. Par apni sister ko accident se hurt kar deti hai woh.,"In the beginning, we find that Princess Elsa has magical powers. She accidentally hurts her sister with them, though."
"yah bahut acha hai ,muje lagta hai ki moive drama aur fantasy ka balance hai","Yeah, it is so cool because I felt as though that the movie had a balance of drama and fantasy."
oh... ok. danyavad clarification de ne ke liye.,Oh....ok. Thank you for clarifying.
"Mai kuch dekhta hu, par mai unke baare me bahut picky hu","I watch some, but I'm very picky about them"
"Ha, main bhi agree kartahoo ke uska character bahot friendly hai","Yes, I agree that her character was very much a Friends style role. '"
"muje us movie ka long hi forget huva, kaafi saara scenes honge aur events bhi change",I forgot how long the movie was there were a lot of scenes and changes of events.
"Woh sach mein sad ghatna  thi kyonki woh uske parents ka ghar tha, hai na?",It was really sad because it was his parents' house right?
"NAHI, SARCOSSE NE","No, Sarcosse"
muje bhi,I have indeed
muje pasand hein jab voh apni new powers ko use kar raha tha us miraculous events ko cause karne aur usse mundane events ko occur kari,I like how he uses his new powers to cause such miraculous events to occur at otherwise mundane events'
mein aise kuch nahi dekha hoon,I have not seen that one either.
Aap kya isako recommend karenge?,Would you recommend it?
Kevin kitne saal ka hai?,How old is Kevin?
"Yes, unme se ek critic ne kaha ki Mia ka character thoda dull tha aur Sebastian to ek jazz snob hai","Yeah, one of the critics said Mia's character was a little dull and Sebastian is a jazz snob"
"Same Here, Ye actually me hua tha jisne ise more interesting bana diya",same here it makes it more interesting knowing it actually happened to
"haan, is movie mein toh nick neh uska trust aur authority nahi develop ki. aur muje guess hein ki voh criminal background mein jarur nahi aayega","Yeah, the movie didn't show Nick developing enough for him to be trusted with that kind of authority. Plus I am guessing that his criminal background wouldn't go well."
"sach hai, Jim Carrey ke career ke ke liye yah bahut impressive hai! I hop tumne Evan Almighty nahi dekhi hai lol",True that.  Pretty impressive for Jim Carrey's career!  I hope you didn't watch Evan Almighty lol
"haan yar, 8/10 toh right hi hota. Rotten Tomatoes ka review bhi high hota muje pasand hein","I do. 8/10 seems right. The Rotten Tomatoes review seems high, but it's impressive"
I have. Mujhe achi lagi ye.,I have. I loved it.
pahala drshy pauraanik hai jab ek mahila ko jabade ke neeche kheencha jaata hai.,The first scene is legendary when a woman is dragged under by Jaws.
kis chutti k aap pass yeh release hui tha?,What Holiday was this released around?
kya mujhe decision lene ke liye kuch aur pata hona chahiye?,Anything else I should know to make a decision?
"Maine mere 18 turns gine hai, apke pas kam se kam utne hone chahiye.",I counted 18 turns on my side and you have at least that many.
kaash main bata sakta.,I WISH I COULD TELL YOU
"Mujhe bahut aashchary hai ki Harry styles ko is tarah ke high profile role mein kaast kiya gaya tha, unakee prshthabhoomi ek gaayak ke roop mein thee. choonki Nolan ko is baare mein pata nahin tha, isalie mujhe khushee hai ki unakee raay ko darakinaar nahin kiya gaya.","I'm very surprised that Harry Styles was cast in such a high-profile role given his background as a singer. Since Nolan didn't know about this, I'm happy his opinion wasn't swayed. "
mene really good things suni he par dog killing bit downer ho sakti he,I've heard really good things but dog killing can be a a bit of a downer
Jordan Rothschild ke liye stock broker tha,Jordan was a stock broker for Rotschild.  
Kya tum ye movie rewatch karoge?,Would you rewatch the movie?
great score hai is film ka rotten tomatoes par,This film has a great rotten tomatoes score
"yes, wo bahut selfish type ka aadmi, mere hisab se reality me bhi","yeah, he is a very selfish type of person I think in reality"
Mujhe pasand pasand nahi aata jab wo koi diaogue sing karte hai.,I don't like when they sing the dialogue
Woh logo ke mind main jaate hain to steal information,They go into people's minds to steal information.
Thik hai. Sounds good,IT SOUNDS GOOD
"Nahin main religious nahin hoon, tho yeh theek hai.",No I'm not religious so I guess I'm ok
mera bhi blank hai,Mine is blank also
"nahi yar, aap?","No I havent, have you?"
"Absolutely! agar yah pahale kee tarah kuchh bhee hai, yah bahut achchha hoga. isake alaava mujhe nahin lagata ki joss whedon koee bhee galat kaam kar sakata hai.","Absolutely! If it's anything like the first one, it'll be great. Plus I don't think Joss Whedon can do any wrong lol."
I think topic pe depend karta hai.,I think it depends on the topic
powder scene tho badi scary hein.. muje yakin hi nahi ki unke paas antidote hein,The powder scene was very scary.  I cannot believe they had an antidote.
Tom Hanks wo kalakar hai jo The Post too par vi kam kar chuka hai,Exactly. Tom Hanks plays as one of those who works for The Post too.
younger people ko entertained rakhne ke liye kaphi tez aur muzedar hai,FAST AND FUNNY ENOUGH TO KEEP YOUNGER PEOPLE ENTERTAINED
aap bahut sare musicals dekhte ho kya?,Do you watch alot of musicals?
Christopher nolan director he.,The director is Christopher nolan
haa ye movie hai jo aap bahut baar desh sakate hao.,Yes it is definitely a movie you could watch multiple times..
wo ghar par akela rehna pasand karta hai par usey do burglars milte hai jisey usko rokne ki koshish karni hai,he enjoys being alone but he is met with two burglers who he has to try and strop 
ya woh tab wahan around nahi tha.,or that wasn't around then..
"HAAN, KYA ISME ACTION HEIN?","Yes, true. Does it have much action?"
kya tum is movie ko dobara dekhoge?,Would you rewatch the movie?
"wow, mene socha tha ki yeh recent he but ye 2009 me aya tha.",Wow I thought this was recent but it came out in 2009.
areeh D:,Oh no D:
tho mark jaise douche ko badiya film miltha. thoda uska company ke baare mein bhi agar voh soch lethe,"So it came out of Mark being kind of a douche, Makes sense when I think about the company "
Jazz Panist mujhe excited mhi kar paya.,Jazz Pianist doesn't get me excited
ye kis type ki action movie he,what kind of action movie is it
oh wahan hai wo,OH THERE IT IS
Okay to main soch raha hun hame kis baare mein messages exchange karna hai?,Okay so I wonder what we're supposed to exchange messages about?
loki ke baare mein tumhe kya lagta hai,How do you feel about loki?
"MUJE LAGTHA HEIN KI MEIN IS MOVIE KA TRAILER DEKHA HOON, MUJE LAGTHA KI MICHAEL DOUGLAS BHI IS MOVIE MEIN HEIN",I think I remember seeing the trailer and I think Michael Douglas is also in the movie
muje lagtha hein ki mein dubara iska end watch karunga,It seems like I will have to rewatch it in the end.  
mujhe lagata hai ki yah vishay par nirbhar karata hai,I think it depends on the topic
ye extractors ke bare me he jo military technology ka use karke people par experiments perform karte he taki apne targets ke bare me info retrieve kar sake,It's about  extractors that  perform experiments using military technology o n people  to retrieve info about their targets. 
muje us swarms ka bats kuch yaad nahi hein,I didn't remember the part about the swarm of bats.  
main is se familiar nahi hun,I'm not really familiar with it?
nick wilde,Nick Wilde \
"acha kitna funny hein, kya aapko laga ki IMDB ka rating appropriate hota hein?","Oh, how funny. Do you think that the IMDB rating is appropriate?"
muje lagtha ki yeh football player ke baare mein hein,I think I know the football player it was based on
usaka ek naya friend use vaapas usee ke paas le jaata hai jisane use pahale theek kiya tha. vah kahata hai ki true love ka ek act heen hai jo use bacha sakata hai. main ending ko kharaab nahin karoonga.,One of her new friends takes her back to the same being who healed her before. He says that an act of true love is the only thing that can save her now. I won't spoil the ending.
"iski Rotten Tomatoes 92% rating hai, aur isey CinemaScore se A mila. Ye American fantasy drama, ek love story hai.","It has Rotten Tomatoes 92% rating, and got an A from CinemaScore. It is an American fantasy drama, a love story"
"yeh sahi baat hai ki rotten tomatoes ki ratings kharab hoti hai usually, isiliye yeh todha surprising hai. Mujhe main theme acchi kagi jaha log judge nahi kiye ja rahe apne rang k liye. ( kam se kam is case species me)","I agree, Rotten Tomatoes usually has horrible ratings so it is a bit surprising. I like the main theme that people can't be judged based on their color (well in this case species)."
acha moive ka romantic hissa bathtub tha vah kafi alag,Right.  The romantic part in the bathtub was a bit different however.
haan. movie extremely well directed hai aur Sally Hawkins ne apne role me badhiya job kiya hai.,Yes.  The movie was extremely well directed and Sally Hawkins did a great job in her role.
"Thanks, mei dekhati hui. Achi baat hai","thanks, I will watch it. SOunds good"
bechari Elsa,Poor Elsa
"Yeah, mujhe bhi Pan's Labyrinth pasand aaya","Yeah, I liked Pan's Labyrinth too"
Honestly. Mujhe Freeman's ki voice pasand hai. Jennifer Anniston bhi bahut acchi thi. But mujhe unke character ke liye khed hai.,Honestly.  I love Freeman's voice.  Jennifer Anniston was also very good.  But I did feel sorry for her character.
Mujhe ye dekhna hoga. Lagta hai ki iske baare mein bhull gya huin.,I'll have to check it out. Kind of forgot about this one
Abhi release hui kya?,Did it just come out?
Mujhe holiday yaad nahi. Par mujhe yeh zarur lagta ki yeh ethical tha kyuki wo ek wanted suspect tha aur wo sirf apna kaam kar rahi thi,I don't recall the holiday. I do think that it was ethical because he was a wanted suspect so she was just doing her job.
Main use like karta hoon par uske liye bad feel karta hoon.  Woh Batma mein key player hai magar baar baar dismiss hota hai.,I like him also but I felt bad for him. He seems to be dismissed often as a key player in Batman
hello,Hello
AAP BHI,have you
ye score jyadatar studio wale khud inflate kara dete hai. mai hamesha trust nahi karta inhe,Those scores are often inflated by the studios themselves. I don't always trust RT
Information  ke liye dhanyavaad.,Ok thanks for the information
Steven Spielberg ne isko direct kiya hai aur ye bahut acchi tarah kiya hua hai.,Steven Spielberg directed it and it is very well done.
Mujhe nahi pata isme ye state nahi kia,I dont know it does not state it 
muje tho us bat ka fear samaj hein aur usse vaha hi chod aaye jaha opera ka parents murdered huve the,I believe the fear of bats  is what led him to leave the opera where his parents were murdered.
"hello yar, mein is movie ko nahi dekha hoon tho, tho mein thode der ke liye isko dekh loonga","hello there, I have not seen this movie so im going to take a minute to look it over :)"
Don Rickles Mr pototo head hai,A Mr pototo head is Don Rickles
"On a scale of 1 to 5, tum kaise rate karoge yeh movie?",On a scale 1 to 5...how would you rate this movie?
Nischit hi ye unique hai. Kya tum jaante ho if ki ye book par based hai ya ki previous work pe?,Certainly seems unique. Do you know if it is based off a book or a previous work?
Hume lagta nehi ke hum dobara ye movie dekhenge,I do not think I would rewatch this movie.
kya tum Keanu Reeves ke fan ho?,Are you a fan of Keanu Reeves?
"Is turk hit mein kahate hai ki hum donon ko pardhane ke liye paragraph mila hai, magar muje nahi mila....whatever.",It says in the turk hit that we will both have the paragraph available to read and I don't so....whatever I guess
hi yar,Hi there
Tumhe konsa member pasand nahi hai?,Which member do you dislike?
haan. jo stress se woh gujre wah insane hai. mujhe lagta hai ki sare actors aur actresses ne fantastic job kiya hai audience aur viewers ko feel karvaya jo ho raha hai.,Yeah. The stress that they must have endured is insane. I think all of the actors and actresses did a fantastic job of having the audience and viewers feel what was going on.
good.. aap?,Good.  How are you?
aap ko action movies pasand hein kya?,Do you like action movies?
jab voh uska face mein powder dala tho usse sabhi dekh jaathi.. us scene mein thoda wicked nazar aatha,The scene when they blow the powder in his face and he starts seeing things... that was pretty wicked. 
Di caprio ke opposite kaun actor hai?,Who stars opposite of DiCaprio?
mein yakin hi nahi hota ki voh mansion mein burnt ho jatha,I cannot believe his mansion burnt down in flames
Isake baare mein can you tell me anything?,Is there anything else you can tell me about it?
"banda agar doosre ke mind me mar jaye, to woh stuck ho jayega infinite limbo mein jahan woh bhool jata hai ki woh dream mein hai","If the guy dies will in another person's mind, he may get stuck in an infinite limbo where he forgets he's dreaming."
"hmm, tho is scene tho mark ke baare mein hein... thoda childish hein... voh yek women ke liye is site banaya tha... dono college mein the fir classmates ban gaye aur pyar karne lage, kaise koi facebook ke liye work kar sakthe","hmm so I just got a scene described to me, it turns out Mark was dumped so he made a blog about her ... kind of childish.... then he made a site for people to ""rate"" women on looks...the college put him on porbation. and then that captured the attention of two classmates , that how the trio came to work on facebook I guess."
"is movie mein, maa ka birth isme nahi dekhayei gaye.. michael tho college nikla",The birth mother doesn't show up in the movie. Micheal does go off to college.
ye kon se corporation mei kam karte hai?,What corporation was he working for?
"acha, tho voh well mein fell huva tho tons of bats nein swarming ki.. voh initially afraid tha","Oh yeah, he fell in the well and a ton of bats were swarming him. He was initially afraid of t hem."
"haan, uska ek way to different worlds aur interesting creatures create karne kaa.","Yes, he has a way of creating different worlds and interesting creatures."
"mene voh scene pasand nahi kiya jisme Mia end me use cchor deti he,yadhyapi ye sad tha","I didn't like the scene where Mia left him at the end though, it was sad "
Mere vichar se Emma Stone ne fantasic job kiya hai,I thought Emma Stone did a fantastic job though
Kya wo convicted hai?,Did he get convicted?
to kya wo apne liye fend nahi kar patha? kya wo afraid hai?,"So, he is not able to fend for himself?  Is he afraid?"
uske ek naye friend ne use vaapas usi being ke paas le gaya jisne use pehle heal kiya tha.Usne bataya ki true love hi use bacha sakta hai.Mein ending spoil nahi karna chahti.,One of her new friends takes her back to the same being who healed her before. He says that an act of true love is the only thing that can save her now. I won't spoil the ending.
"Mujhe Jason bateman pasand hai in comedies, so yeh wali achhi hogi.","i LIKE JASON BATEMAN IN COMEDIES, SO THIS SHOULD BE GOOD"
hanna tho stockbroker ka fellow hein jo rothschild,Hanna is a fellow stockbroker for Rothschild
haha,HAHA
tumhara favorite scene kya hai? mujhe vo jab ve restaurant mein gig kar rahe the.,What was your favorite scene? I liked the one while they were doing a gig at a restaurant.
"banda agar doosre ke mind me mar jaye, to woh stuck ho jayega infinite limbo mein jahan woh bhool jata hai ki woh dream mein hai","If the guy dies will in another person's mind, he may get stuck in an infinite limbo where he forgets he's dreaming"
Kya ye R rated hai? Ya PG-13?,"Is it rated ""R""? or PG-13?"
any khilaunon ke bahut saare aadaan-pradaan karate hain aur vyangy ko dilachasp rakhate hain,Lots of other toys interact and keep the soty interesting
5,5
"Hmmm ... Mujhe tumko convince karna hai ye dekhne ke liye. Jo document main nehi hai, uske bare me main kuch nehi keh sakta hun.",Hmmm... I'm supposed to be convincing you to see it. I can't talk about anything not on the document.
mujhe vah pyaar hai. kaash ve usake baare mein ek philm banaate,I love that lol. I wish they would make a movie about him
"Theek hai thanks, sunne mai interesting lagta hai","Ok thanks, sounds interesting"
"Anna Elsa ko khojane jaati hai aur raaste mein kuchh nae friends se milati hai. jab ve Elsa,ko confront karate hain, to vah galatee se confront ko phir se injure kar detee hai.","Anna goes to find Elsa and meets some new friends along  the way. When they find and confront Elsa, she accidentally injures Anna again."
HAAN MAIN DEKHA HOON,"yes, i have"
Main indeed.,I have indeed
???,???
kah nahi sakta how long is it.,Doesn't say how long it is. 
AAP DEKHE HAI KYA ?,HAVE YOU SEEN IT?
main bhi nahin but normally woh good movies main he hota hai,me neither but normally he is only in rather good movies 
nahi meme nahi kia. ye kis bare mei hai?,No I haven't. What's it about?
The wolf of wallstreet,The Wolf of Wallstreet
"Great, plot kya hai?","Great, what is the plot?"
"yes, ye thoda behatar lagta hai i suppose so tum kah sako ""facebook me"" lol","yeah, flows a bit better I suppose so you can say ""facebook me"" lol"
voh successfull they aur unke paas jyada money hein.. michael tho kabhi opportunity nahi mila.. lekin unke family member hone ke baad usse uska mother ko mila aurusse realized huva ki voh evicted hein.. voh NCAA ko bhi bola kyon ki voh apni family pyar kartha hein,They were very successful and had a lot of money. Micheal just never had the opportunities. After becoming a member of the family he  tried to go  back to visit his mother but realized she had been evicted. He told the NCAA he chose to go to Ol' Miss because that is where his family goes.
bahut interesting hai ki kaise us creature ke paas mysterious healing powers the,It was interesting how the creature had mysterious healing powers
IMBD ki ratings jyadatar high nhi hoti,IMDB ratings usually aren't that high
lekin sab kuch pretty artfully kiya gaya hai,But everything is done pretty artfully etc
"main bas usee ko dekh raha tha. mujhe laga ki ajeeb sa lol tha. yah kuchh bahut bade abhinetaon mein mila hai, haalaanki shaayad ve prashansakon ke yogy hain.",I was just looking at that. I thought that was weird too lol. It's got some pretty big actors in it though so maybe they're fans lol.
mein bhi,mine also
"acha, thik hein , mein aapka he hoon","Oh, okay, I am all ears"
Apko bhi! Apse baat karke achha laga.,you too! nice talking to you!
"Main dekh raha hoon, but kuch dikha nahin.","I AM LOOKING, BUT I DON'T SEE ANYTING"
mein tho bhool bhi gayi ki yeh  movie itna long hein aur kaafi scene changes bhi ho chuki hein,I forgot how long the movie was there were a lot of scenes and changes of events.
Main yeh karoongi par kids yahaan nehi hoone chaayae,I would but make sure kids are not around.
tho foster mom ko kya motivated huva usse yaha lekhe aane ki? voh black ka exlover hein kya?,What motivated the foster mom to take him in? Did she a black ex lover?
Unhone give up kar diya ya ghar ko lootne ka try karte rahe ?,Do they give up or  keep trying  to rob the house?
apne mujhe certainly prerit kiya wahan jane ke liye aur ye dekhane ke liye ki ye hype kis sambandh me he.,Well you have certainly made me want to go watch it and see what all the hype is about.
Kya unone Kevin ko kabhi dekhi when they are in his house?,Do  they ever see Kevin when they are  in his house?
kya aap charavaahe ka naam jaanate hain,Do you know the cowboy's name?
"achchhee tarah se mujhe pata nahin hai, lekin yah manoranjak manoranjan kar raha hai.",Well i DON'T KNOW IT BUT SOUNDS ENTERTAINING.
"haan yar, muje bhi pasand hein.. voh badiya alfred hein.. muje morgan freeman bhi pasand hein.",That's right.  I thought he was great.  He is the best Alfred.  I agree about Morgan Freeman as well.
hello??,hello??
"haan, wah mujhe really seat ke edge me rakha.","Yeah, that really kept me at the edge of my seat."
acha tho kya hum aapas mein message share kar sakthe hein kya?,Okay so I wonder what we're supposed to exchange messages about?
Hum bhi tumse pura agree kartehe ke Morgan Freeman bomb hai,Totally totally agree!!  Morgan Freeman is the bomb.
"yah muje ye bahut pasand hai,yah hamare sare emotion yek samay me le ata hai","I agree. That's the type that gets to me the most. Lol. It tugs on all of your emotions at the same time,"
"haan mein bhi pad letha hoon, aur mein us  movie ko jarur dekhunga, oldie hein par goodie bhi.","Yes, I may read it also and I'll see the movie again as it is an oldie, but a goodie."
Haan mujhe pata he government shock hua,yeah I am sure the government was shocked
the word ko remove karna waise smart choice thi atleast,"removing the word ""the"" was a smart choice atleast"
yah definitely achchha nahin hai,This definitely is not good :(
Tom Hardy is movie me Earnes ke character me hai. Aur iska plot thoda strage hai.,Tom Hardy is in the movie as the character Earnes. And yeah the plot is a bit strange. 
Richard Dreyfuss mhjhe bahut pasand hai .,I really lke Richard Dreyfuss.
main wo jo karta hai use follow karne ki try karta hoon aur uske most of the films dekhta hoon,I try to follow what he is doing and watch most of his films
Ek hasya animation adventure.,A comedy animation adventure
kya ye tumhe weird lagta hau ki Avengers ki itni high critc rating hai? jyadatar critics ko superhero movies pasand nahi,Is it weird to you that the avengers has such a high critic rating? most critics dont like super hero movies
"koee dikkat nahin hai. haan, isake kuchh behatareen drshy sirph saspens ke hain, jahaan aap shaark ko dekh bhee nahin sakate.","No problem.  Yes, some of it's best scenes are just suspense where you don't even see the shark."
