source,target
"En cierto momento la NASA hizo un experimento donde took images of Mars que querían mapear. Y dijeron: en lugar de tener tres o cuatro fully trained Ph.D.s haciendo esto todo el tiempo, dividámoslo en pequeños componentes, pongámoslo en la web y veamos si gente, using a very simple interface, le dedicarán cinco o 10 minutos, clicking. Después de seis meses, 85,000 personas usaron esto para generate mapping at a faster rate than the images were coming in, lo cual fué, y cito, ""practically indistinguishable from the markings of a fully-trained Ph.D.,"" una vez que se lo mostraban a cierto número de personas y computed the average.","So, NASA, at some point, did an experiment where they took images of Mars that they were mapping, and they said, instead of having three or four fully trained Ph.D.s doing this all the time, let's break it up into small components, put it up on the Web, and see if people, using a very simple interface, will actually spend five minutes here, 10 minutes there, clicking. After six months, 85,000 people used this to generate mapping at a faster rate than the images were coming in, which was, quote, ""practically indistinguishable from the markings of a fully-trained Ph.D.,"" once you showed it to a number of people and computed the average."
"En el momento que nos invitaron a ir allí, we were based in San Francisco, and so we were going de un lado a otro durante el resto de 2009, spending about half our time en el condado de Bertie.","So at the time of being invited down there, we were based in San Francisco, and so we were going back and forth for basically the rest of 2009, spending about half our time in Bertie County."
"Bien, esta tendencia que tenemos, esta tendencia aparentemente natural, hacia el aislamiento, a no ser sociables, crashes head first into nuestro mundo moderno.","Okay, this tendency we have, this seemingly natural tendency we have, towards isolation, towards keeping to ourselves, crashes head first into our modern world."
"La totalidad del proyecto involves decenas de miles de horas de trabajo, 99 percent of it done by mujeres.",The totality of this project involves tens of thousands of hours of human labor -- 99 percent of it done by women.
"Segundo, nos da la oportunidad de understand cómo estos supermassive black holes interact con su ambiente, y cómo affect la formación y evolution de las galaxias where they reside.","And second, it gives us the opportunity to understand how these supermassive black holes interact with their environment, and to understand how they affect the formation and evolution of the galaxies which they reside in."
"Hemos pasado las últimas décadas acumulando un very powerful backlog de tecnologías para ahorrar y reemplazar el petróleo, and no one had bothered en sumarlas before.","We've been spending the last few decades accumulating a very powerful backlog of technologies for saving and substituting for oil, and no one had bothered to add them up before."
Pero hay intriguing evidence que sugiere que la early history de Mars podría haber habido rivers y fast flowing water.,But there is intriguing evidence that suggests that the early history of Mars there may have been rivers and fast flowing water.
"Básicamente, a zero-sum game es el tipo de juego al que estamos acostumbrados en sports, where there's a winner and a loser.","Basically, a zero-sum game is the kind you're used to in sports, where there's a winner and a loser."
"Creo que... no sé qué data would impress you, pero how about, un 43% del petróleo refinado que se produce en el mundo is consumed by cars in las zonas metropolitanas de los Estados Unidos.","I think there's -- I don't know what data would impress you, but how about, 43 percent of the refined fuel produced in the world is consumed by cars in metropolitan areas in the United States."
Me refiero a que no hear about anything that's como el cáncer o las enfermedades del corazón associated with play.,I mean you don't hear about anything that's like cancer or heart disease associated with play.
"Quiero que sepan que hay granjas por allí -- like Bill Keener in Sequatchie Cove Farm in Tennessee -- donde las vacas comen hierba y los cerdos se revuelcan en el lodo, just like I thought.","I want you to know that there are farms out there -- like Bill Keener in Sequatchie Cove Farm in Tennessee -- whose cows do eat grass and whose pigs do roll in the mud, just like I thought."
"Así, por ejemplo, Jackson came along y suggested el uso de air pumps en lugar de water pumps.","So for example, Jackson came along and suggested that we use air pumps instead of water pumps."
"Y al final, se establece un better bargaining entre las autoridades y los ciudadanos y las democracias, el capitalismo... todo flourished.","And in the end, there's better bargaining between the authorities and citizens, and democracies, capitalism -- everything else flourished."
"Aydah Al Jahnani también took risks, y put herself out, para compete in the Poet of the Millions competition.","Aydah Al Jahnani also took risks and put herself out, to compete in the Poet of the Millions competition."
"Luego, I don't look it, pero fui the Indian national squash champion durante 3 years.","Then, I don't look it, but I was the Indian national squash champion for three years."
"Si pretendes una gran idea, you need to embrace everyone on the planet, eso es lo primero.","If you want a big idea, you need to embrace everyone on the planet, that's the first thing."
"Yo look at esta foto y say, ""Thank God"" porque it's claro that este es only an ordinary case de smallpox, y I know este niño will live.","I look at this picture and I say, ""Thank God"" because it's clear that this is only an ordinary case of smallpox, and I know this child will live."
"Ahora se encuentra a 10 billion miles de la Tierra, y transmite con esa dish, con una potencia de 20 watts, y aún estamos en contacto con ella.","It's currently 10 billion miles away from Earth, transmitting with that dish, with the power of 20 watts, and we're still in contact with it."
"Hacia 1852, están pensando, ""Am I the stupidest person on Earth by no correr hacia California?"" Y start to decide que lo son.","By about 1852, they're thinking, ""Am I the stupidest person on Earth by not rushing to California?"" And they start to decide they are."
"Y allí, tuve que lidiar con cosas como el Middle East peace process, el problema de la bomba del Lockerbie -we can talk about that later, if you wish- pero sobre todo, mi responsabilidad era Iraq y sus weapons of mass destruction y las sanciones impuestas a Iraq las cuales los obligaban a disarm itself of estas armas.","And there, I dealt with things like the Middle East peace process, the Lockerbie issue -- we can talk about that later, if you wish -- but above all, my responsibility was Iraq and its weapons of mass destruction and the sanctions we placed on Iraq to oblige it to disarm itself of these weapons."
"En protesta, el blogger Slim Amamou, who had been jailed under Ben Ali y que formó parte del transitional government luego de la revolución, resigned in protest from el gabinete.","In protest over this, blogger Slim Amamou, who had been jailed under Ben Ali and then became part of the transitional government after the revolution, he resigned in protest from the cabinet."
"Tomé las primeras 10,000 sheep that I collected, y las puse en un website called TheSheepMarket.com where you can actually buy collections de 20 ovejas.","I took the first 10,000 sheep that I collected, and I put them on a website called TheSheepMarket.com where you can actually buy collections of 20 sheep."
E incluso revisamos todos sus órganos e tried to figure out que estaba pasando.,And we actually looked through all their organs and tried to figure out what was going on.
Vean what's going on aquí as we draw estas historias on an infinite canvas is you're creating a more pure expression en este medio de lo que se trata.,See what's going on here as we draw these stories on an infinite canvas is you're creating a more pure expression of what this medium is all about.
"Fue un achievement worthy of Mahatma Gandhi, realizado con la shrewdness de un lawyer y el idealism de un saint.","It was an achievement worthy of Mahatma Gandhi, conducted with the shrewdness of a lawyer and the idealism of a saint."
"Desde el 11 de septiembre, cuando mi trabajo sobre el Islam suddenly propelled me into public life, como jamás habría imaginado, I've been able to viajar alrededor del mundo y see, en todos los sitios, a yearning for change.","Since September the 11th, when my work on Islam suddenly propelled me into public life, in a way that I'd never imagined, I've been able to sort of go all over the world, and finding, everywhere I go, a yearning for change."
"Era, lo que yo diría, compositional complexity, y yo pensaba que si tuviera que cumplir lo que había hablado, a building for science, debía haber some kind of a generating idea – una suerte de generating geometry.","It was, what I would say, compositional complexity, and I felt that if I had to fulfill what I talked about -- a building for science -- there had to be some kind of a generating idea, some kind of a generating geometry."
"Si éstos puntos fueran cars going on a circuito de carreras, no tendrían absolutely no idea what's going on.","If these dots were cars going on a racing circuit, you would have absolutely no idea what's going on."
"Las olas de calor y las sequías, por un lado, directly from the warming, pero también, because a warmer atmosphere holds more water vapor con su energía latente produce precipitaciones que se vuelven more extreme events.","Heatwaves and droughts on one hand, directly from the warming, but also, because a warmer atmosphere holds more water vapor with its latent energy, rainfall will become in more extreme events."
"No piensas about cómo Nicole Kidman is maneuvering ese vestido, ella just looks completamente natural.",You don't think about how Nicole Kidman is maneuvering that dress -- she just looks completely natural.
"En ese entonces, África was actually desconectada from the other landmasses, debido a the vagaries of plate tectonics, flotando around the Indian Ocean.","Africa was actually disconnected from the other landmasses at that time, due to the vagaries of plate tectonics, floating around the Indian Ocean."
"Y en 1960, Frank Drake conducted la primera observación SETI looking at dos estrellas, Tau Ceti y Epsilon Eridani, for about 150 horas.","And in 1960, Frank Drake conducted the first SETI observation looking at two stars, Tau Ceti and Epsilon Eridani, for about 150 hours."
"Y a esa carta la llamaron -- very revealing, I think -- ""Slow Down!"" -- with an exclamation mark on the end.","And that letter is called -- very revealing, I think -- ""Slow Down!"" -- with an exclamation mark on the end."
"Todos estos outbreaks que acabo de enseñarles están ya under control now, y parece que they'll probably stop muy pronto.","Now all of these outbreaks that I just showed you, these are under control now, and it looks like they'll probably stop very, very quickly."
"O, en 2009, mi great friend, General Stanley McChrystal, dijo que estaba ""knee-deep in el año decisivo"".","Or in 2009, my great friend, General Stanley McChrystal, who said that he was ""knee-deep in the decisive year."""
"""Cabe exactly donde lo necesitamos, justo en el center de los enlaces de los conductos del system, muy critical. De hecho el motor, para aquellos a quienes les gustan los automobiles, saben que recently se ha usado en los RX8 de la Mazda.""","It fits exactly where we need to fit it, right in the center of the hubs of the ducts in the system -- very critical. In fact that engine -- for those who are into the automobile -- know that it recently is applied to the RX8 -- the Mazda."
"Es bastante peligroso, pero creo que it's better to have las cosas peligrosas in the open than pensar en que podrías keep them secret.","It's quite dangerous, but I believe it's better to have dangerous things in the open than think you're going to keep them secret."
"Si hay que hacer algo realmente out-of-the-box, lo hacemos por incrementos en design, build, test, redesign cycle, para reducir los riesgos in baby steps.","When we do have to do something truly out-of-the-box, we use an incremental design, build, test, redesign cycle that lets us reduce risk in baby steps."
"Así que si miran a este little script, la velocidad is always going to be 30.","So if you look at the little script here, the speed is always going to be 30."
"La forma en que puedo ser uplifting e inspiring -- bueno, siempre ha habido una especie de aspecto sombrío en how I try to uplift, por lo tanto si la grim inspiration, si la grim inspiration no es un contrasentido, me temo que es a lo más que ustedes pueden hope for. Bueno, today -- si es que lo logro.","The sense in which I can be uplifting and inspiring -- I mean, there's always been a kind of a certain grim dimension to the way I try to uplift, so if grim inspiration -- -- if grim inspiration is not a contradiction in terms, that is, I'm afraid, the most you can hope for. OK, today -- that's if I succeed."
Todo el great progress de este country en relación con nuestros adversaries ha come by ir into the room.,All the great progress in this country with relation to our adversaries has come by going into the room.
"Me encontré con otras cosas. Me encanta enseñar, y fue mentioned by the previous speaker que me gusta la poesía, y I dabble in it un poco, y me encanta.","I ran across other things. I love to teach, and it was mentioned by the previous speaker that I enjoy poetry, and I dabble in it a bit, and love it."
"Y nunca voy a olvidar hearing that story from la Dra. Rachel Naomi Remen, que me la contó tal como her grandfather told it to her, that ocurrió algo en el comienzo de la Creation y que la original light del Universo se rompió into countless pieces.","And I'll never forget hearing that story from Dr. Rachel Naomi Remen, who told it to me as her grandfather told it to her, that in the beginning of the Creation something happened and the original light of the universe was shattered into countless pieces."
Nunca logran get around to logging into a sitio Web complicado y doing 17 clicks para unirse a un 401 plan.,They never get around to logging into a complicated website and doing 17 clicks to join the 401 plan.
"La matriarch que ellos estaban radio tracking, después de weeks de moverse back and forth, in and out del park, came to a halt outside del park.","The matriarch that they were radio tracking, after weeks of moving back and forth, in and out of the park, came to a halt outside the park."
"Nunca dejará de comer animales, estoy seguro, pero creo que for the benefit of everyone, the time has come to dejar de criarlos de manera industrial y de comerlos sin pensar en ello.","I'll never stop eating animals, I'm sure, but I do think that for the benefit of everyone, the time has come to stop raising them industrially and stop eating them thoughtlessly."
"Estoy muy concerned about esto, porque voy a retire in un mundo que my students will run.",I am very concerned about this because I'm going to retire in a world that my students will run.
"Escribió: ""El universo cannot be leído until we have aprendido el lenguaje y become familiar with los caracteres in que está written.""","He wrote, ""The universe cannot be read until we have learnt the language and become familiar with the characters in which it is written."
Y odio ser tan ironic and sarcastic al respecto pero es cierto. Es una de las fosas sépticas más sucias que you can imagine.,And I hate to be so ironic and sarcastic about it but it's the truth. It's just one of the filthiest cesspools you can imagine.
"Si no tienes el money, pero eres creative and determined enough, encuentras the way. Así que este es the ultimate resource.","TR: If you don't have the money, but you're creative and determined enough, you find the way. So this is the ultimate resource."
"Y añadió que tienen una ciencia detrás de ese arte, y they've actually created cuatro essential pillars, nine key indicators y 72 different metrics que ayudan a medir su GNH.","He said that they have a science behind that art, and they've actually created four essential pillars, nine key indicators and 72 different metrics that help them to measure their GNH."
"""Sin un political will donde encontrar common ground, la continual friction de tactic y counter-tactic solo creates suspicion, hatred y vengeance, y perpetuates el ciclo de violence.""","Without the political will to find common ground, the continual friction of tactic and counter-tactic only creates suspicion and hatred and vengeance, and perpetuates the cycle of violence."
"Y uno se siente - créanlo o no - bastante detached from the instrument y de la stick, a pesar de que en realidad estoy holding the stick quite tightly.","And you feel really quite -- believe it or not -- detached from the instrument and from the stick, even though I'm actually holding the stick quite tightly."
"Francis Crick, el co-discoverer de la estructura del DNA with Jim Watson, once joked sobre lo que called Orgel's Second Rule.","Francis Crick, the co-discoverer of the structure of DNA with Jim Watson, once joked about what he called Orgel's Second Rule."
"Cuando discovered que tenía this gift, quise experiment with este world that we can't see.","When I discovered that I had this gift, I wanted to experiment with this world that we can't see."
"La complexity of building that dentro de un solo system is, otra vez, beyond any comprensión or any existing mathematics today.","The complexity of building that within a single system is, again, beyond any comprehension or any existing mathematics today."
Y el problema cuando eres joven -- esto es para all you students out there -- es que tu head gets kind of big really fácilmente.,"And the problem when you're younger -- for all you students out there -- is, your head gets kind of big really easy."
"Necesitaba un anchor, una imagen, un peg para clavar este process on, y asi poder go from there.","I needed an anchor, an image, a peg to peg this process on, so that I could go from there."
"Allá afuera en el espacio intergaláctico, estos tres prerequisites para la open-ended creation de conocimiento están at their lowest possible supply.","Out in intergalactic space, those three prerequisites for the open-ended creation of knowledge are at their lowest possible supply."
Muy bien. We've heard a lot of people en ésta conferencia hablar about the power of la mente humana.,OK. We've heard a lot of people speak at this conference about the power of the human mind.
"Y en toda esa área, they're only rarely found criando a más de 5 km de distancia from human beings.","And in all that area, they're only rarely found breeding more than five kilometers away from human beings."
"Una noche, he drank a little too much y le robó a un cab driver -- stole $50.","One night, he drank a little too much, and he robbed a cab driver -- stole 50 dollars."
Estas cosas que he fotografiado -- este tire pile aquí tenía 45 million tires in it. Era the largest one.,These things that I photographed -- this tire pile here had 45 million tires in it. It was the largest one.
"La segunda vez que lo intenté, the counselor came up to me with a concerned expression on her face y repitió cosas sobre el camp spirit y dijo que todas deberíamos work very hard to be outgoing.","And then the second time I tried it, the counselor came up to me with a concerned expression on her face and she repeated the point about camp spirit and said we should all work very hard to be outgoing."
"Vamos a start off looking at la pelota blanca -- y I'm going to tell you which color, y I'm also going to tell you to go with sus dedos. ¿OK?","So, we're going to start off looking at the white ball -- and I'm going to tell you which color, and I'm also going to tell you to go with your fingers. OK?"
"Piénsalo. Si fueras an engineer y yo te dijera that you had to build an automobile, pero que debes empezar así de pequeñito y luego tiene que grow to be full size y tiene que work every step along the way.","Think about it. If you were an engineer and I told you that you had to build an automobile, but it had to start off to be this big, then it had to grow to be full size and had to work every step along the way."
"En MLL, it's the conjunto de genes del medio, y en AML, it's el conjunto de genes de abajo.","In MLL, it's the middle set of genes, and in AML, it's the bottom set of genes."
"""Por cierto, if you are a boy, son caracoles; if you're a girl, it's butterflies, porque what we found was that girls hate snails.""","By the way, if you are a boy, it's snails; if you're a girl, it's butterflies because what we found was that girls hate snails."
"Ustedes saben, a veces hay un 10-, 15-minute break mientras esperas que llegue una ola.","You know, sometimes there's a 10-, 15-minute break out there when you're waiting for a wave to come in."
"Creo que esta es, I think, una imagen muy illustrative of what I try to say: que la hermosa dinámica del sol, bringing these into the building, crea una quality in nuestro entorno construido que truly enhances nuestras vidas.","This is, I think, a very illustrative image of what I try to say -- that the beautiful dynamics of sun, bringing these into the building, creates a quality of our built environment that truly enhances our lives."
"Así, for instance, fueron las soap bubbles las que nos ayudaron a generate una estructura que funcionara regardless of the final ground levels.","So for instance, it was soap bubbles that helped us generate a building form that would work regardless of the final ground levels."
"Y yo la visitaba en la prisión sitting side-by-side, knees touching, y tengo que admitir que monsters exist in all of us, pero que tal vez no sean tanto monstruos, sino partes rotas de nosotros: sadnesses, secret shame, y que en última instancia es fácil para demagogues to prey on esas partes, de esos fragments, si se quiere, y hacernos ver a otros seres, human beings, como inferiores a nosotros y en el extremo, hacernos hacer terrible things.","And I would visit her in the prisons, sitting side-by-side, knees touching, and I would have to admit to myself that monsters exist in all of us, but that maybe it's not monsters so much, but the broken parts of ourselves, sadnesses, secret shame, and that ultimately it's easy for demagogues to prey on those parts, those fragments, if you will, and to make us look at other beings, human beings, as lesser than ourselves -- and in the extreme, to do terrible things."
Esto requires figuring out cómo to get el máximo partido de something's innate properties y also cómo to bend it a mi voluntad.,So this requires figuring out how to get the most out of something's innate properties and also how to bend it to my will.
"En esta foto... estuve en Hebrón en una small shop, esta shop, donde en lugar de bringing in food, distribuimos digital food, a card.","Well this picture -- I was in Hebron in a small shop, this shop, where instead of bringing in food, we provide digital food, a card."
"Luchan por conseguir sus derechos durante más de dos siglos y tal vez porque sacrifiquen a otras minorías, Hispanic, Asian, we would suffer more en la cultura dominante.","They fought for their rights for over two centuries, and maybe because they sacrifice other minorities, Hispanic, Asian, we would suffer more in the mainstream."
"Esta es una new idea that's crept up que sería, esencialmente, más inteligente que simply putting sulfates en la atmósfera.","This is a new idea that's crept up that may be, essentially, a cleverer idea than putting sulfates in."
"Pero hoy, Kunene tiene la largest concentration de rinocerontes negros, rinocerontes negros vagando libremente en el world.","But today, Kunene has the largest concentration of black rhino -- free-roaming black rhinos -- in the world."
"""Ese fue el origen de the thing that became Independent Diplomat, el world's first diplomatic advisory group y, aún mejor, a non-profit to boot.""","That was the origin of the thing that became Independent Diplomat, the world's first diplomatic advisory group and a non-profit to boot."
"Los niños visten ropas muy colorful, colorful, y es increíble ver el poder que una computadora tiene en las manos de los kids. Tengo que tell you que es fácil apreciar el impacto que el acceso a la technology y a la connectivity puede tener en las vidas y en la educación de estos kids.","Children dress with very colorful, colorful clothes, and it is incredible to see the power that this has in the hands of kids, in a computer. And I have to tell you that it's so easy to appreciate the impact that access to technology and connectivity can have in the lives and education of these kids."
"Llevé el mismo thing a la policía, porque police, igualmente, were prisoners de su mente, y felt como si fuera ""we"" y ""they,"" y que las personas don't cooperate.","I took the same thing to the police, because police, equally, were prisoners of their minds, and they felt as if it was ""we"" and ""they,"" and that the people don't cooperate."
"Un país africano medio recibe foreign aid que llega al 13, 15% de su GDP, y esto es an unprecedented transfer of financial resources de países ricos a países pobres.","An average African country receives foreign aid to the tune of 13, 15 percent of its GDP, and that is an unprecedented transfer of financial resources from rich countries to poor countries."
"""Tenía una very charming rutina at the time, que era esperar until late in the evening cuando mis padres were decompressing from a hard day's work, haciendo their crossword puzzles, watching television.""","I had a very charming routine at the time, which was to wait until late in the evening when my parents were decompressing from a hard day's work, doing their crossword puzzles, watching television."
"y ustedes dirían ""yeah, yeah, yeah, ya sabemos todo esto""; water covers el doble de espacio que la tierra seca.","You would say -- yeah, yeah, yeah, we all know this; water covers twice the area of the planet than dry land."
"So the pregunta es, why are so many personas so equivocadas acerca de algo so importante? Creo que there are a number of razones.","So the question is, why are so many people so wrong about something so important? I think there are a number of reasons."
"Entonces eso es DNA origami. Es una forma, hay muchas formas, de casting molecular spells usando DNA.",So that's DNA origami. That's one way. There are many ways of casting molecular spells using DNA.
Y tu ability to define el espacio y crear lugares that are worth cuidar proviene de una body of culture que llamamos la culture of civic design.,And your ability to define space and to create places that are worth caring about all comes from a body of culture that we call the culture of civic design.
"Y tenemos que acertar con todas, porque si solucionamos 11, if we fail to solve the 12th, tenemos un problema. For example, si solucionamos nuestros problemas de agua, de suelo y de población, but don't solve our problems of toxics, entonces estamos en problemas.","And we've got to get them all right, because if we solve 11, we fail to solve the 12th -- we're in trouble. For example, if we solve our problems of water and soil and population, but don't solve our problems of toxics, then we are in trouble."
"""Me gustaría compartir con Uds, sólo 2 minutos, algunas imágenes, una muestra de mi trabajo, to the beautiful music by Brandi Carlile: ""Have You Ever"".""","I'd like to share with you, for just two minutes only, some images, a cross-section of my work, to the beautiful music by Brandi Carlile, ""Have You Ever."""
"Eso signifíca que cuando estamos en una risk mindset -- excuse me, cuando estamos en una loss mindset, nos volvemos más risky, lo que puede ser actually really worrying.","That means when we're in a risk mindset -- excuse me, when we're in a loss mindset, we actually become more risky, which can actually be really worrying."
"Hemos violado yet another taboo en nuestras vidas, and this is a bonus taboo.","We have violated yet another taboo in our own lives, and this is a bonus taboo."
"Y cuando pienso en la malla y en lo que la hace posible, how come it's happening now, Creo que hay una cantidad de vectors que quiero presentar como background.","And as I think about the mesh and I think about, well, what's driving it, how come it's happening now, I think there's a number of vectors that I want to give you as background."
"No, lo que quiero hacer es take you back to 1854 en London for the next few minutes, y contarles la historia -- brevemente -- de esta outbreak, which in many ways, según mi opinión, helped create the world en el que vivimos hoy, y particularly el tipo de city en las que vivimos.","No, what I want to do is take you back to 1854 in London for the next few minutes, and tell the story -- in brief -- of this outbreak, which in many ways, I think, helped create the world that we live in today, and particularly the kind of city that we live in today."
"Así que me pareció que alguien tenía que trabajar en ese último kilómetro, y fue dumb luck que nosotros estuviéramos trabajando en los iBOT. Pero en cuanto hicimos esto, decidimos al instante que podría ser a great alternative to jet skis. No necesitas the water.","So it seemed to me that somebody had to work on that last mile, and it was dumb luck. We were working on iBOTs, but once we made this, we instantly decided it could be a great alternative to jet skis. You don't need the water."
"Lo importante es que podríamos sólo -- the only way we could depend on each other, si nos conectamos.","So the point is that we could only -- the only way we could depend on each other, is if we can connect with each other."
"Pueden ir a ORCATech.org -- it has nothing to do with whales, it's the Oregon Center for Aging and Technology -- para saber más sobre esto.","You can go to ORCATech.org -- it has nothing to do with whales, it's the Oregon Center for Aging and Technology -- to see more about that."
"Asumiendo que era roughly the size of la mano de mi esposa, hice algunas medidas de her thumb, y las escalé para obtain the size of el cráneo.","Assuming it was roughly the size of my wife's hand, I made some measurements of her thumb, and I scaled them out to the size of the skull."
"Y después de eso, todos went back to our classrooms y dibujamos our own renditions of su personaje principal, Rotten Ralph.","And afterwards, we all went back to our classrooms and we drew our own renditions of his main character, Rotten Ralph."
"""También puede sense su local environment y de hecho puede find resources en el environment para sustain itself.""",It can sense its local environment and actually find resources in the environment to sustain itself.
"pero me encantó, because that was un experimento sobre how much information one human brain could absorb.","But I love that one, because that was an experiment about how much information one human brain could absorb."
"Y una de las things que he estado thinking about recently es, what is worth while.",And one of the things that I've been thinking about recently is what is worth while.
"Y lo más importante de todo, quizá, es que dos años más tarde, when the exam results came through, los alumnos que had been put on these field trials, que se encontraban en los lowest performing groups, had jumped right to the top. De hecho, pretty much at the top decile of performance, en términos de GCSE's, que es the British marking system.","And perhaps most important of all, two years later when the exam results came through, the pupils who had been put on these field trials who were in the lowest performing groups had jumped right to the top -- in fact, pretty much at the top decile of performance in terms of GCSE's, which is the British marking system."
"Y los tourist brochures me señalaban en la dirección de este bridge - me encantan los bridges, metaphorically, symbolically y structurally - y fue una bit of a disappointment, porque el sludge del río estaba incrustado en él; en realidad no estaba en use.","And the tourist brochures pointed me in the direction of this bridge -- I love bridges, metaphorically and symbolically and structurally -- and it was a bit of a disappointment, because of the sludge from the river was encrusted on it; it really wasn't in use."
"Bueno, la mejor manera de verlo es hacer un tiny bit de estadísticas simplistas.",Well the best way to look at that is to do a tiny bit of simplistic statistics.
"Nos llevó dos días just to organize este lugar, but hey, saben, we worked on it. ¿Se le ve happy?","It took us two days just to organize the place, but hey, you know, we worked on it. Does he look happy?"
"Mientras fue desapareciendo la novedad y pasando los months, hubo some amount of tolerance, la gente got used to it.","As the novelty wore off, the months went by, there was some amount of tolerance, people got used to it."
"Al final, alguien comentó, ""Hey, Swami, what’s la diferencia between wellness and enfermedad?""","And at the end of it, somebody said, ""Hey, Swami, what’s the difference between wellness and illness?"""
"Y dije: ""Well, los hombres, through their penis, fecundan los huevos by the sperm coming out.""","And I said, ""Well, Men, through their penis, they fertilize the eggs by the sperm coming out."
Estoy convinced that hemos made more progress en el trabajo que en the home.,I've become convinced that we've made more progress in the workforce than we have in the home.
"Una es totalmente pasiva como I just described -- as in, for instance, el caso de los transportistas en el que we don't actually intervene in la población in any way.","One is fully passive, like I just described -- as in, for instance, the trucker example, where we don't actually intervene in the population in any way."
"Y while ese swim fue hace 3 años, I can remember it como si it was ayer.","And while that swim took place three years ago, I can remember it as if it was yesterday."
"Esta es mi favorite civil defense slide, y -- I don't want to be indiscreto, pero this -- he's no longer in charge. No nos importa, OK.","Now, this is my favorite civil defense slide, and I -- -- I don't want to be indelicate, but this -- he's no longer in office. We don't really care, OK."
Nos estamos focusing on hardware porque es el hardware that can change people's lives in such tangible material ways.,We're focusing on hardware because it is hardware that can change people's lives in such tangible material ways.
Es importante notar también que these figures only tell parte de la historia.,What is also important is to note that these figures only tell part of the story.
Y la única manera de que esa turba se detenga es cuando ellos decidan stop y cuando ya hayan had enough burning and killing.,And the only way that rampaging mob coming down the street will stop is when they decide to stop and when they've had enough burning and killing.
"Esto es un device of human making, y landed en el outer solar system por primera vez en la historia de la humanidad.","This is a device of human making, and it landed in the outer solar system for the first time in human history."
"Now, soy un biólogo marino, but I'm actually a bit of an old fashioned naturalist, I suppose.","Now, I'm a marine biologist, but I'm actually a bit of an old fashioned naturalist, I suppose."
"Y en vez de la percepción normal, se obtiene una anárquica y convulsiva estimulación o liberación de todas estas células visuales, in the inferotemporal cortex.","And instead of getting normal perception, you're getting an anarchic, convulsive stimulation, or release, of all of these visual cells in the inferotemporal cortex."
"Así que me iba a mi estudio de baile, body, mind and spirit, cada día a mi estudio de baile, y aprender todo lo que learned when I was four, all over again, reworked, relearned, regrouped.","So I would drag myself into my dance studio -- body, mind and spirit -- every day into my dance studio, and learn everything I learned when I was four, all over again, reworked, relearned, regrouped."
Cada familia que ha sold their land obtiene ahora a piece of land back.,Each of the families that have sold their land now get a piece of land back.
"Y esto es un important issue porque significa que we have to, como sociedad, think about what we value.","And it's an important issue because it means that we have to, as a society, think about what we value."
"Entonces, en medio de una frase, at the very birth of twilight, volteé y miré down the street.","And then, in the middle of a sentence, at the very birth of twilight, I turned and looked down the street."
"Eso me muestra que if you can't even do una presentación, how the heck vais a llevar una empresa?","That shows me that -- if you can't even do a presentation, how the heck can you run a company?"
"En estos data, hay una diferencia statistically insignificant en lesiones entre car seats y lap-and-shoulder belts.","So in this data, it's statistically insignificant differences in injury between car seats and lap-and-shoulder belts."
"Pero cuando llegué a la Universidad de Nevada, Las Vegas, a los 18 años, encontré con asombro que no había ""Pop Star 101"" o un degree program para ese interest.","And when I went to college at the University of Nevada, Las Vegas when I was 18, I was stunned to find that there was not a Pop Star 101, or even a degree program for that interest."
"Se refieren a los movements as they exploit los nichos ecológicos de gradient como ""threads.""","They refer to the movements as they exploit the ecological niches of the gradient as ""threads."""
"La otra cosa que ocurrió fue que los puse en YouTube sólo... I saw no reason to make it private, así que permití que otras personas los vieran. Y entonces la gente empezó a stumbling on it, y empecé a recibir algunos comments y some letters y all sorts of feedback de gente de todas partes del mundo.","The other thing that happened is -- I put them on YouTube just -- I saw no reason to make it private, so I let other people watch it, and then people started stumbling on it, and I started getting some comments and some letters and all sorts of feedback from random people from around the world."
"Ahora, if you're taking el mismo sistema de manera vertical, you're bending y avanzamos en esta dirección, nuestro instinto will tell you that you might go por ese camino, but if you're moving lo suficientemente rápido, you might create lo que llamamos elevación lateral, so we could llegar más lejos o más cerca del viento.","Now, if you're taking the same system, and you're putting vertical, you're bending, and if you're moving this way forward, your instinct will tell you that you might go this way, but if you're moving fast enough, you might create what we call lateral lift, so we could get further or closer to the wind."
Pasé 20 años in interviews con granjeros africanos who were on the verge of famine.,I spent 20 years in interviews with African farmers who were on the verge of famine.
"Todo eso was going through my head hacia finales de 2008, cuando, of course, la gran crisis financiera happened.","All of this was going through my head towards the end of 2008, when, of course, the great financial crash happened."
"""Mis colegas en Yale de lingüística y economía y yo estamos just starting to do este trabajo y really explore y comprender las ways que estos subtle nudges nos hacen think more or less about el future cada vez que hablamos.""",My linguistics and economics colleagues at Yale and I are just starting to do this work and really explore and understand the ways that these subtle nudges cause us to think more or less about the future every single time we speak.
"¿O es un powerless lover, mirando con infinite compassion las cosas que God is unable to control or change?","Or a powerless lover, watching with infinite compassion things God is unable to control or change?"
"Y si bien less than 25 percent de los residentes del South Bronx tienen automóviles, estos proyectos include thousands of new parking spaces, aunque zip in términos de mass public transit.","And although less than 25 percent of South Bronx residents own cars, these projects include thousands of new parking spaces, yet zip in terms of mass public transit."
